fecha_extraccion,hora_extraccion,distrito,establecimiento,direccion,telefono,precio,unidad_medida,producto,fuente
2026-08-03,09:42:14,LA VICTORIA,ONCAP S.A.C.,"AV. MEXICO N° 380-390, ESQUINA CON JR. LOS JACINTOS",016351134,6.54,Galones,GLP - Granel,Facilito Osinergmin
2026-08-03,09:42:14,LA VICTORIA,OPERADORES DE ESTACIONES S.A.C.,AV. CIRCUNVALACION Nº 1386,015347881/998186679,6.55,Galones,GLP - Granel,Facilito Osinergmin
2026-08-03,09:42:14,LA VICTORIA,GO MANCO CAPAC S.A.C.,AV. MANCO CAPAC N° 693,982416316,6.55,Galones,GLP - Granel,Facilito Osinergmin
2026-08-03,09:42:14,LIMA,GRIFOS ESPINOZA S.A.,"AV. AREQUIPA Nº 908, ESQUINA CON JR. EMILIO FERNANDEZ - URB. SANTA BEATRIZ",017080700/994263100,7.09,Galones,GLP - Granel,Facilito Osinergmin
2026-08-03,09:42:14,LIMA,COESTI S.A,AV. GRAU N° 1308 ESQ JR. HUANUCO Nª 1101,5112033100/996215112/978870303,7.19,Galones,GLP - Granel,Facilito Osinergmin
2026-08-03,09:42:14,LIMA,REPSOL COMERCIAL SAC,"AV. TINGO MARIA N° 994, ESQUINA CON AV. REPUBLICA DE VENEZUELA N° 1820",944654593/996373267,7.19,Galones,GLP - Granel,Facilito Osinergmin
2026-08-03,09:42:14,LIMA,COESTI S.A,"AV. TINGO MARIA N° 1172-1194, ESQ. CON RAUL PORRAS BARRENECHEA",012080100/012033100/978833604,7.29,Galones,GLP - Granel,Facilito Osinergmin
2026-08-03,09:42:14,LIMA,BEMCHO S.A.C.,JR. SARGENTO ENRIQUE VILLAR 308 MZ. 12-B LT. 06 URB. SANTA BEATRIZ,960113383,7.29,Galones,GLP - Granel,Facilito Osinergmin
2026-08-03,09:42:14,LIMA,ENERGIGAS S.A.C.,AV. VENEZUELA N° 3300,,7.37,Galones,GLP - Granel,Facilito Osinergmin
2026-08-03,09:42:14,LIMA,COOPERATIVA DE SERVICIOS MULTIPLES ALAS PERUANAS,"ESQ. DE LA AV. VENEZUELA Nº 3343 CON JR. ARISTIDES DEL CARPIO, URB. INDUSTRIAL PALOMINO",988443288/985628788,7.39,Galones,GLP - Granel,Facilito Osinergmin
2026-08-03,09:42:14,LIMA,GRIFO EL SALVADOR S.R.L.,AV. VENEZUELA NRO. 2600,908815199,7.55,Galones,GLP - Granel,Facilito Osinergmin
2026-08-03,09:42:14,LIMA,COESTI S.A.,AV. NICOLAS DUEÑAS N° 308-310 ESQ. CON AV. ENRIQUE MEIGGS,,7.55,Galones,GLP - Granel,Facilito Osinergmin
2026-08-03,09:42:14,LIMA,ENERGIGAS SAC,AV. VENEZUELA N° 2180 ESQ. CON EL JR. YUNGAY,994254268,7.57,Galones,GLP - Granel,Facilito Osinergmin
2026-08-03,09:42:14,LINCE,COESTI SA,AV. ARENALES N° 2100,511996207533/5112033100/996217481,7.65,Galones,GLP - Granel,Facilito Osinergmin
2026-08-03,09:42:14,LOS OLIVOS,GRIFOS TESA,"AV. ALFREDO MENDIOLA N° 6583 – 6585- 6589 – 6593 – 6597 – 6599, DE LOS LOTES 16 Y 17, MZ. 2E, PARCELACIÓN RESIDENCIAL SANTA LUISA II ETAPA",975923734,6.13,Galones,GLP - Granel,Facilito Osinergmin
2026-08-03,09:42:14,LOS OLIVOS,MULTISERVICIOS SANTA URSULA S.A.C.,ESQUINA DE LA AV. CENTRAL CON LA AV. HUANDOY MZ. H LT. 12 13 Y 14,958338560,6.14,Galones,GLP - Granel,Facilito Osinergmin
2026-08-03,09:42:14,LOS OLIVOS,TRANSPORTE Y SERVICIOS GENERALES H & C S.A.C.,"AV. MARAÑON, MZ. A, LOTE 1, ESQUINA CON CALLE N° 1",942889984,6.15,Galones,GLP - Granel,Facilito Osinergmin
2026-08-03,09:42:14,LOS OLIVOS,ESTACION DE SERVICIOS LOS OLIVOS S. A. C.,"AV. UNIVERSITARIA CDRA. 51, ESQUINA CON CALLE A",015215769,6.24,Galones,GLP - Granel,Facilito Osinergmin
2026-08-03,09:42:14,LOS OLIVOS,GASOCENTRO SANTA ANA SAC,AV. LOS PROCERES ESQ. CON AV. CONFRATERNIDAD MZ D2 LOTES 29-41 URB. SANTA ANA,939243922/902773715,6.28,Galones,GLP - Granel,Facilito Osinergmin
2026-08-03,09:42:14,LOS OLIVOS,ESTACION DE SERVICIOS GRIFO MASTER S.R.L.,"AV. ALFREDO MENDIOLA ESQUINA CON CALLE 12, MANZANA E LOTES 05 AL 13 Y 16 AL 23 - ASOCIACION DE VIVIENDA RIO SANTA",015287393/965343051,6.29,Galones,GLP - Granel,Facilito Osinergmin
2026-08-03,09:42:14,LOS OLIVOS,GASOCENTRO AUFRA SOCIEDAD ANONIMA CERRADA-GAUFRA S.A.C.,"AV. UNIVERSITARIA ESQUINA CON LA AV. NARANJAL, MANZANA A, LOTES 1, 2, 3, 4, 5, 23, 24, 25 Y 26 DEL A. H. 19 DE MAYO",015228481,6.35,Galones,GLP - Granel,Facilito Osinergmin
2026-08-03,09:42:14,LOS OLIVOS,CORPORACION CAMAJEA S.A.C.,"AV. NARANJAL INTERSECCION AV. CANTA CALLAO Y CALLE 11 MZ. P-3 LTS. 1,2 ,70 ,71 URB. LOS NARANJOS",013537211,6.69,Galones,GLP - Granel,Facilito Osinergmin
2026-08-03,09:42:14,LOS OLIVOS,ALTA VIDDA GAS S.A.C.,CALLE LOS HORNOS N° 149 ESQUINA CON GERARDO UNGER – URB. INDUSTRIAL NARANJAL,943874496/995081010,6.74,Galones,GLP - Granel,Facilito Osinergmin
2026-08-03,09:42:14,LOS OLIVOS,G3A GRIFOS S.A.C.,AVENIDA UNIVERSITARIA NORTE MZA. C LTE. 1 URB. RESIDENCIAL COMERCIAL LOS OLIVOS,914104704/956907775,6.85,Galones,GLP - Granel,Facilito Osinergmin
2026-08-03,09:42:14,LURIGANCHO,A & L ADMINISTRACION S.A.C.,AV. ALAMEDA N° 180,981410430,3.38,Galones,GLP - Granel,Facilito Osinergmin
2026-08-03,09:42:14,LURIGANCHO,GRIFO SANTO DOMINGO DE GUZMAN S.A.C.,"AV. RAMIRO PRIALE CODIGO PREDIO/PARCELA 'L', SUB LOTE 28-B, SUB LOTE 23-A, DE LA ASOCIACION DIGNIDAD NACIONAL CON FRENTE AL SUB LOTE 23-D (CARRETERA R",013710079/976363362/944118153,6.35,Galones,GLP - Granel,Facilito Osinergmin
2026-08-03,09:42:14,LURIGANCHO,SERVICENTRO BERNY S.R.L.,LOTE 6 MZ. G URB. NIEVERIA HUACHIPA,944118156,6.35,Galones,GLP - Granel,Facilito Osinergmin
2026-08-03,09:42:14,LURIGANCHO,CLARIGO S.A.C.,"AV. LAS FLORES Nº 750, URB. SANTA MARIA",013602151/013601043,6.39,Galones,GLP - Granel,Facilito Osinergmin
2026-08-03,09:42:14,LURIGANCHO,SAN PEDRO COMBUSTIBLES S.R.L.,CALLE LIMA SUR N° 1529 (EX CARRETERA CENTRAL) PARTE DEL LOTE 43 DEL FUNDO MOYOPAMPA,996186824,6.39,Galones,GLP - Granel,Facilito Osinergmin
2026-08-03,09:42:14,LURIGANCHO,GRIFOS LOS DELFINES JR,"CARRETERA CENTRAL (AV. LIMA SUR) ESQUINA CON PASAJE JACARANDAES, SUB LOTE 34-B1, B2, B3",994979790,6.39,Galones,GLP - Granel,Facilito Osinergmin
2026-08-03,09:42:14,LURIGANCHO,MOVILGAS S.R.L.,LOTE 4 DEL PREDIO DENOMINADO EL CHAPARRAL SECTOR HUACHIPA AUTOPISTA RAMIRO PRIALE ALTURA KM 6.5,954813056/954813053,6.65,Galones,GLP - Granel,Facilito Osinergmin
2026-08-03,09:42:14,LURIGANCHO,S Y M COMERCIAL DEL PERU S.A.C.,AV. LAS TORRES Y ESQ. AV. CAJAMARQUILLA (AV. MEDIA LUNA) PARCELA MEDIA LUNA MZ. E LOTE 7,014254185/970098586,6.67,Galones,GLP - Granel,Facilito Osinergmin
2026-08-03,09:42:14,LURIGANCHO,ZETA GAS ANDINO S.A.,"AV. LAS TORRES MZ. F, SUB LOTE 6A, ESQUINA CON AV. HUACHIPA, LOTIZACIÓN LA CAPITANA - SANTA MARÍA DE HUACHIPA",016140707/015170707/966883165,6.69,Galones,GLP - Granel,Facilito Osinergmin
2026-08-03,09:42:14,LURIGANCHO,SERVICIOS MULTIPLES SANTA CECILIA S.A.C.,"AUTOPISTA RAMIRO PRIALE KM 8.5, MZ. A, SUB LOTE 54-B, CENTRO POBLADO MENOR DE SANTA MARIA DE HUACHIPA",960113393,6.75,Galones,GLP - Granel,Facilito Osinergmin
2026-08-03,09:42:14,LURIN,FERRETERIA HUERTOS DE SANTA ROSA S.A.C.,"ANTIGUA PANAMERICANA SUR, ESQ. CON AV. LOS ALAMOS MZ. A, LOTE 1",998338570/947178144,6.65,Galones,GLP - Granel,Facilito Osinergmin
2026-08-03,09:42:14,LURIN,TRIMAXSUR S.A.,"CARRETERA ANTIGUA PANAMERICANA SUR KM. 32, CALLE LOS ROSALES, MZ. U LOTE N° 01, A.H. HUERTOS DE LURÍN",960176952,6.7,Galones,GLP - Granel,Facilito Osinergmin
2026-08-03,09:42:14,LURIN,NEGOCIACION KIO S.A.C. LURIN,CARRETERA PANAMERICANA SUR KM. 25.62,955094939/955094453,6.73,Galones,GLP - Granel,Facilito Osinergmin
2026-08-03,09:42:14,LURIN,ENERGIGAS SAC,"PREDIO RURAL SAN PEDRO LOTE UNICO, VALLE DE LURIN, ANTIGUA PANAMERICANA SUR, KM. 34.5",999366537/981116338,6.74,Galones,GLP - Granel,Facilito Osinergmin
2026-08-03,09:42:14,LURIN,GRIFO NUEVO LURIN S.A.C.,"CALLE 5 MZ. F LOTE 01, URB. PROVIESA UNIVERSAL (NUEVO LURIN)",014302044/946436076,6.75,Galones,GLP - Granel,Facilito Osinergmin
2026-08-03,09:42:14,LURIN,GO COMBUSTIBLES 8 S.A.C.,"AV. X-5 MZ. G-1 LOTES 5, 6 Y 7 (ANTIGUA PANAMERICANA SUR)",,6.75,Galones,GLP - Granel,Facilito Osinergmin
2026-08-03,09:42:14,LURIN,INVERSIONES NOBAL S.A.C.,"AUTOPISTA MANUEL DEL VALLE MZ.Z, SUB LT.B-1, URB. LOS HUERTOS DE LURIN",998338570/988477281,6.79,Galones,GLP - Granel,Facilito Osinergmin
2026-08-03,09:42:14,LURIN,GLOBAL FUEL S.A.,CARRETERA PANAMERICANA SUR KM. 24,01932849868,6.95,Galones,GLP - Granel,Facilito Osinergmin
2026-08-03,09:42:14,LURIN,ESTACION DE SERVICIOS HERCO SAC,"CARRETERA PANAMERICANA SUR KM. 33 PARCELA C-14 A, PREDIO LAS SALINAS",014302792/982561285,6.99,Galones,GLP - Granel,Facilito Osinergmin
2026-08-03,09:42:14,LURIN,COESTI S.A.,SUB LOTE B-1 PARCELA RUSTICA FUNDO. CARRETERA PANAMERICANA SUR ALTURA KM 34.5 Y PLAYA ARICA,933885818/981245041,6.99,Galones,GLP - Granel,Facilito Osinergmin
2026-08-03,09:42:14,MAGDALENA DEL MAR,COESTI SA,JR. SALAVERRY N°478-480,012080100/978292052,7.49,Galones,GLP - Granel,Facilito Osinergmin
2026-08-03,09:42:14,MAGDALENA DEL MAR,PETROCENTRO YULIA S.A.C.,AV. JAVIER PRADO OESTE Nº 900-944-950-956. ESQUINA CON AV. JUAN DE ALIAGA,014618042,7.59,Galones,GLP - Granel,Facilito Osinergmin
2026-08-03,09:42:14,MAGDALENA DEL MAR,COESTI S.A.,"AV. DEL EJERCITO N° 965, 967 Y 973, LOTES 1, 3, 16C, 17 Y 18 DE LA MZ. 68, URB. SAN FELIPE",012080100/012033100/978875930,7.99,Galones,GLP - Granel,Facilito Osinergmin
2026-08-03,09:42:14,MIRAFLORES,COESTI S.A,AV. ANDRES AVELINO CACERES N° 120 ESQ. CON AV. RICARDO PALMA,012080100/971329509,7.69,Galones,GLP - Granel,Facilito Osinergmin
2026-08-03,09:42:14,MIRAFLORES,COESTI S.A.,AV. EL EJERCITO N° 412-422,012080100/01 2033100/978835407,8.15,Galones,GLP - Granel,Facilito Osinergmin
2026-08-03,09:42:14,PACHACAMAC,NEGOCIACIÓN KIO S.A.C. PACHACAMAC,PARCELACIÓN HUERTOS DE VILLENA MZ. B LT. 4,014355664/955096269,6.65,Galones,GLP - Granel,Facilito Osinergmin
2026-08-03,09:42:14,PACHACAMAC,KINGAS S.A.C.,AV. VICTOR MALASQUEZ CHACALTANA KM. 9.8 QUEBRADA MANCHAY Y RETAMAL,950551069/997827605,7.99,Galones,GLP - Granel,Facilito Osinergmin
2026-08-03,09:42:14,PACHACAMAC,GASOCENTRO CHASQUI S.A.C.,"AV. VÍCTOR MALÁSQUEZ MZ. B, LT. 14-15 COMUNIDAD CAMPESINA SANTA ROSA DE MANCHAY",984002870,7.99,Galones,GLP - Granel,Facilito Osinergmin
2026-08-03,09:42:14,PACHACAMAC,ESTACION DE SERVICIOS GRECS S.R.L,ESQUINA DE LA AV. VICTOR MALASQUEZ Y CALLE 71 LOS HUERTOS DE MANCHAY,960780833,8.29,Galones,GLP - Granel,Facilito Osinergmin
2026-08-03,09:42:14,PACHACAMAC,SERVICENTRO PETRO GAS S.A.C.,"AV. VICTOR MALASQUEZ ESQUINA CON AV. MIGUEL GRAU, SECTOR C, MANZANA C, LOTE 1, CENTRO POBLADO HUERTOS DE MANCHAY",,8.33,Galones,GLP - Granel,Facilito Osinergmin
2026-08-03,09:42:14,PUCUSANA,MULTISERVICIOS ECOGAS S.A.C.,CARRETERA PANAMERICANA SUR KM. 56.80,996510127,6.99,Galones,GLP - Granel,Facilito Osinergmin
2026-08-03,09:42:14,PUEBLO LIBRE,ESTACIONES SUIZA GAS S.A.C.,AV. BOLIVAR N° 425,972782406/937510317,6.55,Galones,GLP - Granel,Facilito Osinergmin
2026-08-03,09:42:14,PUEBLO LIBRE,SERVICENTRO SANTA CECILIA S.A.C.,AV. SIMON BOLIVAR N° 499 ESQUINA CON JR. ISLAS HAWAI,014605739/998145346,6.79,Galones,GLP - Granel,Facilito Osinergmin
2026-08-03,09:42:14,PUEBLO LIBRE,COESTI SA,AV. BOLIVAR N° 1020. ESQ CON AV. GENERAL CORDOVA,012080100/978292052,6.99,Galones,GLP - Granel,Facilito Osinergmin
2026-08-03,09:42:14,PUEBLO LIBRE,MARINA GAS S.A.C.,"AV. LA MARINA Nº 787, ESQUINA CON JR. MARISCAL CASTILLA Nº 1650",,7.33,Galones,GLP - Granel,Facilito Osinergmin
2026-08-03,09:42:14,PUEBLO LIBRE,ENERGIGAS SAC,"AV. LA MARINA N° 589, ESQUINA CON AV. SUCRE N° 1201-1203",012033001/965960721/950047613,7.41,Galones,GLP - Granel,Facilito Osinergmin
2026-08-03,09:42:14,PUEBLO LIBRE,COESTI S.A.,AV. SUCRE N° 1070,5112080100/996217349/978832597,7.49,Galones,GLP - Granel,Facilito Osinergmin
2026-08-03,09:42:14,PUEBLO LIBRE,GAS POINT S.A.C,AV. UNIVERSITARIA ESQ. CON CALLE NN1,999669311,7.49,Galones,GLP - Granel,Facilito Osinergmin
2026-08-03,09:42:14,PUEBLO LIBRE,GLOBAL FUEL S.A.,"AV. SIMÓN BOLIVAR 496 - 498, ESQUINA JR. BELGRANO 110 - 120",51976109926,7.59,Galones,GLP - Granel,Facilito Osinergmin
2026-08-03,09:42:14,PUEBLO LIBRE,GLOBAL FUEL S.A.,AV. DEL RIO Nº 110,014250222/014234953,8.99,Galones,GLP - Granel,Facilito Osinergmin
2026-08-03,09:42:14,PUENTE PIEDRA,PETRO EXPLORIUM S.A.C.,KM. 25 DE LA CARRETERA PANAMERICANA NORTE,994992758,6.27,Galones,GLP - Granel,Facilito Osinergmin
2026-08-03,09:42:14,PUENTE PIEDRA,GROUP SAMUSA S.A.C.,"PREDIO RURAL TAMBO INGA, PARCELA 33-A. PROYECTO TAMBO INGA VALLE CHILLÓN (CARRETERA PANAMERICANA NORTE KM 28.5)",,6.27,Galones,GLP - Granel,Facilito Osinergmin
2026-08-03,09:42:14,PUENTE PIEDRA,ASIA GRIFOS Y SERVICIOS GENERALES SOCIEDAD ANONIMA CERRADA,"AV. PUENTE PIEDRA N° 1218 KM. 32, PANAMERICANA NORTE",995714163/936016934,6.28,Galones,GLP - Granel,Facilito Osinergmin
2026-08-03,09:42:14,PUENTE PIEDRA,FERCOR,AV. SAN JUAN DE DIOS CON CALLE 7 MZ- C1- LTE-1 URB. LOTIZACION INDUSTRIAL,,6.28,Galones,GLP - Granel,Facilito Osinergmin
2026-08-03,09:42:14,PUENTE PIEDRA,ENERGY OIL COMPANY S.A.C.,CARRETERA PANAMERICANA NORTE KM. 33.5,,6.28,Galones,GLP - Granel,Facilito Osinergmin
2026-08-03,09:42:14,PUENTE PIEDRA,INVERSIONES ELCHER S.A.C.,"AV. SANTA ROSA MZ. D, LOTE 01 - ASOCIACION DE PROPIETARIOS LOS PARRALES DE PUENTE PIEDRA",963903613/990280997,6.29,Galones,GLP - Granel,Facilito Osinergmin
2026-08-03,09:42:14,PUENTE PIEDRA,SERVICENTRO PASAMAYO S.A.C.,AV. PERIURBANA Nº 1007 (PREDIO RURAL ZAPALLAL ALTO - EL DORADO),,6.29,Galones,GLP - Granel,Facilito Osinergmin
2026-08-03,09:42:14,PUENTE PIEDRA,GRIFO SR DE HUAMANTANGA EIRL,"AV. SAN JUAN, MZ A, LOTE 3A, PAMPA LIBRE, KM. 1.5, CARRETERA AL CENTRO NUCLEAR DE HUARANGAL",970958250/960185282,6.29,Galones,GLP - Granel,Facilito Osinergmin
2026-08-03,09:42:14,PUENTE PIEDRA,COESTI S.A.,"AV. INDUSTRIAL, MZ. F LOTE 5, ESQUINA AV. SAN JUAN, URB. LAS VEGAS",5112033100/978837777/944664002,6.35,Galones,GLP - Granel,Facilito Osinergmin
2026-08-03,09:42:14,PUENTE PIEDRA,ENERGIGAS SAC,"CARRETERA PANAMERICANA NORTE KM. 29,5",950047479,6.37,Galones,GLP - Granel,Facilito Osinergmin
2026-08-03,09:42:14,PUNTA HERMOSA,COESTI SA,ZONA MÁRTIR OLAYA MZ. 'D' LOTE 5 (ANTES: CARRETERA PANAMERICANA SUR KM. 43),5112033100/012080100/978841736,6.79,Galones,GLP - Granel,Facilito Osinergmin
2026-08-03,09:42:14,PUNTA NEGRA,EPAL NEGOCIOS S.A.C.,"ESQ. ANTIGUA PANAMERICANA SUR KM. 46.800. MZ. M, LT. 2-4 Y CALLE 18, LOCALIDAD PUNTA ROCAS",014355664/943777277,6.72,Galones,GLP - Granel,Facilito Osinergmin
2026-08-03,09:42:14,RIMAC,CORPORACION KIO GAS S.A.C.,"AV. LOS PROCERES Nº 199 - 199A, ESQUINA CON JR. GAMARRA",934419806,7.61,Galones,GLP - Granel,Facilito Osinergmin
2026-08-03,09:42:14,RIMAC,GLOBAL FUEL SOCIEDAD ANONIMA,"AV. FRANCISCO PIZARRO Nº 770, 772, 774, 776, 778, 780, 782, 784 Y 786 ESQ. CON AV. FELIPE ARANCIBIA",999011355,7.65,Galones,GLP - Granel,Facilito Osinergmin
2026-08-03,09:42:14,RIMAC,COESTI S.A,AV. FRANCISCO PIZARRO N°1207,012033100/2080100/944997431,7.65,Galones,GLP - Granel,Facilito Osinergmin
2026-08-03,09:42:14,RIMAC,SERVICENTRO PIZARRO S.A.C.,AV. FCO PIZARRO N° 800 ESQUINA AV. FELIPE ARANCIBIA N° 101,960113484,7.65,Galones,GLP - Granel,Facilito Osinergmin
2026-08-03,09:42:14,RIMAC,COESTI S.A.,JR. VIRU Nº 606,014810182/955088597,7.69,Galones,GLP - Granel,Facilito Osinergmin
2026-08-03,09:42:14,SAN BORJA,COESTI S.A. ES SAN BORJA,AV. AGUSTIN DE LA ROSA TORO N° 1312-1330-1334-1342-1346-1354-1358 ESQUINA CON AV. JAVIER PRADO ESTE N° 3095 URB. JACARANDA II - SECTOR CINCO,012033100/978882119/981918186,6.69,Galones,GLP - Granel,Facilito Osinergmin
2026-08-03,09:42:14,SAN BORJA,LMC COMBUSTIBLES S.A,AV. CIRCUNVALACION N° 2944,,6.9,Galones,GLP - Granel,Facilito Osinergmin
2026-08-03,09:42:14,SAN BORJA,COESTI SA,AV. JOSE GALVEZ BARRENECHEA ESQ. CON LA CALLE 32,012080100/978874360,7.99,Galones,GLP - Granel,Facilito Osinergmin
2026-08-03,09:42:14,SAN ISIDRO,COESTI S.A,AV. REPUBLICA DE PANAMA Nº 3690 - 3696,5112033100/996217196/978835021,7.89,Galones,GLP - Granel,Facilito Osinergmin
2026-08-03,09:42:14,SAN ISIDRO,COESTI SAC,AV. REPUBLICA DE COLOMBIA N° 105-109,0012080100/2033100/978838526,7.99,Galones,GLP - Granel,Facilito Osinergmin
2026-08-03,09:42:14,SAN ISIDRO,COESTI S.A.,AV. JAVIER PRADO OESTE N° 1895 ESQUINA CALLE LOS CASTAÑOS,012080100/012033100/978881461,7.99,Galones,GLP - Granel,Facilito Osinergmin
2026-08-03,09:42:14,SAN ISIDRO,EE SS GASOLINAS DE AMERICA SAC,AV. PETIT THOUARS Nº 3305 - 3307,989476823,7.99,Galones,GLP - Granel,Facilito Osinergmin
2026-08-03,09:42:14,SAN ISIDRO,REPSOL COMERCIAL S.A.C.,AV. JOSE GALVEZ BARRENECHEA Nº 211 ESQUINA CON AV. DEL PARQUE NORTE Nº 590,012157530/012156225,9.99,Galones,GLP - Granel,Facilito Osinergmin
2026-08-03,09:42:14,SAN ISIDRO,A.B.G.S.A.C. EE.SS. ORRANTIA,"AV. DOS DE MAYO 1340 - 1380, URB. RISSO",012216832,9.99,Galones,GLP - Granel,Facilito Osinergmin
2026-08-03,09:42:14,SAN JUAN DE LURIGANCHO,DISCOM SANTA ROSA S.A.C.,"SUB LOTE 1-A QUE FORMO PARTE DEL LOTE 1 DE LA MZ F, URB. CANTO GRANDE UNIDAD 12",981345490/998308969,6.7,Galones,GLP - Granel,Facilito Osinergmin
2026-08-03,09:42:14,SAN JUAN DE LURIGANCHO,EXPLORIUM S.A.C.,ESQ. AV. PROCERES DE LA INDEPENDENCIA (EX-WIESSE) / AV. AMPLIACION MARISCAL CACERES MZ P15 LT 124,989163443,6.7,Galones,GLP - Granel,Facilito Osinergmin
2026-08-03,09:42:14,SAN JUAN DE LURIGANCHO,VALNI S.A.C.,AV. EL SOL 527 A MZ F SUB-LOTE 16A URB. CANTO GRANDE,948319467/939166803,6.78,Galones,GLP - Granel,Facilito Osinergmin
2026-08-03,09:42:14,SAN JUAN DE LURIGANCHO,EXPLORIUM S.A.C.,MZ. O - 6 LT. 46 MARISCAL CACERES (ESQ. AV. PROCERES DE LA INDEPENDENCIA CON JR. MOSCU),989163441,6.79,Galones,GLP - Granel,Facilito Osinergmin
2026-08-03,09:42:14,SAN JUAN DE LURIGANCHO,CLARIGO S.A.C.,"AV. CRUZ DE MOTUPE MZ N 1 LOTE 1, AA HH MONTENEGRO",996685613/994794176,6.79,Galones,GLP - Granel,Facilito Osinergmin
2026-08-03,09:42:14,SAN JUAN DE LURIGANCHO,ESTACION AYLLU S.A.C.,AV. SANTA ROSA S/N Y JR. PARQUINSONIAS MZ. “D” LOTE 5 URB. CANTO GRANDE UNIDAD 17,,6.79,Galones,GLP - Granel,Facilito Osinergmin
2026-08-03,09:42:14,SAN JUAN DE LURIGANCHO,GRIFOS COPA S.A.C.,"AV. EL SOL ESQUINA CON AV. LOS ALAMOS, MZ. E. LOTES 20B Y 20A-1. URB. CANTO GRANDE",948155670/932514456,6.79,Galones,GLP - Granel,Facilito Osinergmin
2026-08-03,09:42:14,SAN JUAN DE LURIGANCHO,ESTACION DE SERVICIO CORAZON DE JESUS S.A.C.,AV. PROCERES DE LA INDEPENDENCIA N° 197-199,013763868/946577457,6.79,Galones,GLP - Granel,Facilito Osinergmin
2026-08-03,09:42:14,SAN JUAN DE LURIGANCHO,CEPOCAR SRL,AV. STA. ROSA N 496 ESQ. CALLE LA PILA,017130789/917130789,6.8,Galones,GLP - Granel,Facilito Osinergmin
2026-08-03,09:42:14,SAN JUAN DE LURIGANCHO,SHIN S.A.C.,AV. SAN MARTIN DE PORRAS MZ CL 1 LOTE 18-19 CANTO GRANDE,908933300,6.8,Galones,GLP - Granel,Facilito Osinergmin
2026-08-03,09:42:14,SAN JUAN DE MIRAFLORES,COMERCIALIZADORA INDUSTRIAL LA MOLINA SAC,CARRETERA PANAMERICANA SUR KM. 17 AA.HH. LAS BRISAS,902823083,6.89,Galones,GLP - Granel,Facilito Osinergmin
2026-08-03,09:42:14,SAN JUAN DE MIRAFLORES,GRIFOS ESPINOZA S.A.,"AUTOPISTA PANAMERICANA SUR KM 18.5, SUB LOTE 29-A, FUNDO VILLA BAJA",017080700/939981085,6.99,Galones,GLP - Granel,Facilito Osinergmin
2026-08-03,09:42:14,SAN JUAN DE MIRAFLORES,ALLE ESTACIONES S.A.C.,"PANAMERICANA SUR MZ. P, LOTES 18, 19, 20, COOPERATIVA DE VIVIENDA AMERICA S.R.LTDA",,6.99,Galones,GLP - Granel,Facilito Osinergmin
2026-08-03,09:42:14,SAN JUAN DE MIRAFLORES,INVERSIONES LUISAGAS S.A.C.,"ASENTAMIENTO HUMANO HÉROES DE SAN JUAN - SECTOR 5, MZ. I, LOTE 24",012925394,7.15,Galones,GLP - Granel,Facilito Osinergmin
2026-08-03,09:42:14,SAN JUAN DE MIRAFLORES,GAS LAS JUANAS S.A.C.,AA.HH. HEROES DE SAN JUAN MZ. D LOTE 2,017197040,7.55,Galones,GLP - Granel,Facilito Osinergmin
2026-08-03,09:42:14,SAN JUAN DE MIRAFLORES,ESTACION DE SERVICIOS MIRWAL S.A.C.,"AV. MIGUEL IGLESIAS ESQUINA CON AV. ANDRES A. CACERES MZ. E, LOTES 14 Y 15, AA.HH. HEROES DE SAN JUAN",010000000/987846465/959289738,7.56,Galones,GLP - Granel,Facilito Osinergmin
2026-08-03,09:42:14,SAN JUAN DE MIRAFLORES,GASOCENTRO LOS HEROES S.A.C.,AV. LOS HEROES N° 1109,012836240/989265061,7.88,Galones,GLP - Granel,Facilito Osinergmin
2026-08-03,09:42:14,SAN JUAN DE MIRAFLORES,REPSOL COMERCIAL S.A.C.,"AV. LOS HEROES N° 1366 -1372, URB. JARDIN",014665345,8.39,Galones,GLP - Granel,Facilito Osinergmin
2026-08-03,09:42:14,SAN JUAN DE MIRAFLORES,INVERSIONES SATELITE S.A.C,"AV. PEDRO MIOTTA Nº 800-810 Y AV. BELISARIO SUAREZ, URB. ZONA INDUSTRIAL",,8.39,Galones,GLP - Granel,Facilito Osinergmin
2026-08-03,09:42:14,SAN LUIS,INVERSIONES JIARA SAC,"AV. LAS TORRES N° 508, ESQUINA CON EL JR. MARISCAL ORBEGOSO, URB. EL PINO",013264080/913818032/993927910,6.25,Galones,GLP - Granel,Facilito Osinergmin
2026-08-03,09:42:14,SAN LUIS,ALTA VIDDA GAS S.A.C.,AV. GRAL. FELIPE SANTIAGO SALAVERRY 341 URB. EL PINO,013263300,6.47,Galones,GLP - Granel,Facilito Osinergmin
2026-08-03,09:42:14,SAN LUIS,ESTACION DE SERVICIOS EL PINO E.I.R.L.,"JR. MANUEL ECHEANDIA N° 586 ESQ. CON AV. CIRCUNVALACIÓN MZ. A, LOTES 6,7 Y 8, URB. LOTIZACIÓN INDUSTRIAL EL PINO",013265882/013261221,6.78,Galones,GLP - Granel,Facilito Osinergmin
2026-08-03,09:42:14,SAN LUIS,REPSOL COMERCIAL S.A.C.,"AV. NICOLAS ARRIOLA N° 2140 ESQUINA CON AV. SAN LUIS, URBANIZACION SAN LUIS",012156225/939066066/954979308,6.79,Galones,GLP - Granel,Facilito Osinergmin
